title,year,cast,genres
Play the Game,2009,"['Andy Griffith', 'Paul Campbell', 'Liz Sheridan', 'Doris Roberts', 'Marla Sokoloff']","['Comedy', 'Romance']"
Street Fighter: The Legend of Chun-Li,2009,"['Kristin Kreuk', 'Chris Klein', 'Neal McDonough', 'Robin Shou', 'Moon Bloodgood', 'Josie Ho', 'Taboo', 'Michael Clarke Duncan', 'Edmund Chen', 'Pei Pei Cheng', 'Elizaveta Kiryukhina', 'Krystal Vee']",['Crime']
12,2009,"['Sergei Makovetsky', 'Nikita Mikhalkov', 'Sergei Garmash', 'Valentin Gaft', 'Alexei Petrenko', 'Yuri Stoyanov']","['Drama', 'Legal']"
Horsemen,2009,"['Dennis Quaid', 'Zhang Ziyi', 'Lou Taylor Pucci', 'Clifton Collins Jr.', 'Patrick Fugit', 'Peter Stormare', 'Daryl Forge', 'Eric Balfour', 'Chelcie Ross', 'Liam James', 'Deborah Odell', 'David Dastmalchian', 'Barry Shabaka Henley', 'Paul Dooley']",['Thriller']
Phoebe in Wonderland,2009,"['Felicity Huffman', 'Patricia Clarkson', 'Elle Fanning', 'Campbell Scott', 'Bill Pullman', 'Ian Colletti', 'Bailee Madison', 'Peter Gerety', 'Madhur Jaffrey', 'Maddie Corman', 'Max Baker', 'Austin Williams', 'Teala Dunn', 'Caitlin Sanchez', 'Marquis Rodriguez', 'Gracie Bea Lawrence', 'Tessa Albertson']",['Drama']
Sherman's Way,2009,"['James LeGros', 'Enrico Colantoni', 'Brooke Nevin', 'Donna Murphy']","['Comedy', 'Drama', 'Independent']"
Tokyo!,2009,"['Yū Aoi', 'YosiYosi Arakawa', 'Jean-François Balmer', 'Julie Dreyfus', 'Ayako Fujitani', 'Ayumi Ito', 'Teruyuki Kagawa']",[]
Watchmen,2009,"['Malin Åkerman', 'Billy Crudup', 'Matthew Goode', 'Carla Gugino', 'Jackie Earle Haley', 'Jeffrey Dean Morgan', 'Patrick Wilson', 'Matt Frewer', 'Stephen McHattie', 'Laura Mennell', 'Danny Woodburn', 'Greg Plitt', 'James Michael Connor', 'Robert Wisden', 'Jerry Wasserman', 'Frank Novak', 'Garry Chalk', 'Ron Fassler', 'Michael Kopsa', 'Fulvio Cecere', 'Ted Cole', 'Mark Acheson', 'Chris Gauthier', 'Jay Brazeau', 'Dan Payne', 'Niall Matter', 'Apollonia Vanova', 'Leah Gibson', 'Carrie Genzel', 'Greg Travis', 'Salli Saffioti', 'Sylvester Stallone']",['Superhero']
Barbie Presents: Thumbelina,2009,"['Kelly Sheridan', 'Anna Cummer']","['Animated', 'Fantasy']"
Brothers at War,2009,[],['Documentary']
The Cake Eaters,2009,"['Kristen Stewart', 'Aaron Stanford', 'Bruce Dern', 'Elizabeth Ashley']","['Drama', 'Independent']"
The Edge of Love,2009,"['Keira Knightley', 'Sienna Miller', 'Cillian Murphy', 'Matthew Rhys']","['Drama', 'Biography', 'Romance']"
The Last House on the Left,2009,"['Tony Goldwyn', 'Monica Potter', 'Garret Dillahunt', 'Aaron Paul', 'Spencer Treat Clark', 'Martha MacIsaac', 'Sara Paxton', 'Riki Lindhome', 'Michael Bowen', 'Josh Cox', 'Usha Khan']","['Horror', 'Thriller']"
Miss March,2009,"['Zach Cregger', 'Trevor Moore', 'Raquel Alessi', 'Molly Stanton', 'Craig Robinson', 'Hugh Hefner', 'Sara Jean Underwood', 'Carla Jimenez', 'Cedric Yarbrough', 'Eve Mauro', 'Windell Middlebrooks', 'Tanjareen Martin', 'Alex Donnelley', 'Seth Morris', 'Anthony Jeselnik', 'Carrie Keagan', 'Ashley Madison', 'Annie Ilonzeh', 'Melissa Ordway', 'Betsy Rue']",['Comedy']
The Perfect Sleep,2009,"['Roselyn Sánchez', 'Denyse Tontz', 'Anton Pardoe', 'Patrick Bauchau']",[]
Race to Witch Mountain,2009,"['Dwayne Johnson', 'AnnaSophia Robb', 'Alexander Ludwig', 'Carla Gugino', 'Ciarán Hinds', 'Tom Everett Scott', 'Chris Marquette', 'Billy Brown', 'Garry Marshall', 'Cheech Marin', 'Kim Richards', 'Ike Eisenmann', 'Tom Woodruff Jr.', 'John Kassir', 'Bob Koherr', 'Bryan Fogel', 'Robert Torti', 'Jonathan Slavin', 'Ted Hartley', 'Meredith Salenger', 'Suzanne Krull', 'Christine Lakin', 'Omar Dorsey', 'Dennis Hayden', 'Eva Huang', 'William J. Birnes', 'Whitley Strieber', 'Brokedown Cadillac']","['Adventure', 'Science Fiction', 'Thriller']"
Severed Ways,2009,"['Tony Stone', 'Fiore Tedesco']","['Adventure', 'Drama', 'Independent']"
Sunshine Cleaning,2009,"['Amy Adams', 'Emily Blunt', 'Alan Arkin', 'Steve Zahn', 'Jason Spevack', 'Mary Lynn Rajskub', 'Clifton Collins Jr.', 'Eric Christian Olsen', 'Paul Dooley', 'Kevin Chapman', 'Amy Redford', 'Anya Alyassin', 'Amber Midthunder', 'Maddie Corman']","['Comedy', 'Drama']"
Valentino: The Last Emperor,2009,"['Giancarlo Giammetti', 'Valentino Garavani']",['Documentary']
Duplicity,2009,"['Julia Roberts', 'Clive Owen', 'Tom Wilkinson', 'Paul Giamatti', ""Denis O'Hare"", 'Kathleen Chalfant', 'Tom McCarthy', 'Carrie Preston', 'Christopher Denham', 'Oleg Shtefanko', 'Happy Anderson', 'Rick Worthy', 'Ulrich Thomsen', 'Billy Bob Thornton', 'Wayne Duvall']","['Comedy', 'Crime', 'Romance']"
The Great Buck Howard,2009,"['John Malkovich', 'Colin Hanks', 'Emily Blunt', 'Ricky Jay', 'Steve Zahn', 'Tom Hanks', 'Griffin Dunne', 'Matthew Gray Gubler', 'Debra Monk', 'Adam Scott', 'Patrick Fischler', 'Wallace Langham', 'Dave Attell', 'Don Most', 'Jonathan Ames', 'Sandy Martin', 'Stacey Travis', 'David Anthony Higgins', 'Kimberly Scott', 'Bill Saluga', 'Gary Coleman', 'Michael Winslow', 'Jack Carter', 'Martha Stewart', 'Damien Fahey', ""Conan O'Brien"", 'Jon Stewart', 'David Blaine', 'Regis Philbin', 'Kelly Ripa', 'George Takei', 'Mary Hart', 'Jay Leno', 'Tom Arnold', 'Clap Your Hands Say Yeah']","['Comedy', 'Drama']"
"I Love You, Man",2009,"['Paul Rudd', 'Jason Segel', 'Rashida Jones', 'Andy Samberg', 'Josh Cooke', 'J.K. Simmons', 'Jane Curtin', 'Jaime Pressly', 'Jon Favreau', 'Sarah Burns', 'Lou Ferrigno', 'Rob Huebel', 'Kym Whitley', 'Aziz Ansari', 'Nick Kroll', 'Mather Zickel', 'Thomas Lennon', 'Murray Gershenz', 'Joe Lo Truglio', 'Jay Chandrasekhar', 'Seth Morris', 'Jerry Minor', 'David Krumholtz', 'Liz Cackowski', 'Kulap Vilaysack', 'Catherine Reitman', 'Carla Gallo', 'Ethan Smith', 'Christopher Maleki', 'Nelson Franklin', 'Ping Wu', 'Matt Walsh', 'Larry Wilmore', 'Melissa Rauch', 'David Wain', 'Rush', 'OK Go']","['Comedy', 'Romance']"
Knowing,2009,"['Nicolas Cage', 'Rose Byrne', 'Ben Mendelsohn', 'Chandler Canterbury', 'Lara Robinson', 'Nadia Townsend', 'Alan Hopgood', 'Benita Collings', 'Adrienne Pickering', 'Liam Hemsworth', 'Ra Chapman', 'Gareth Yuen', 'Alethea McGrath', 'Danielle Carter', 'Terry Camilleri', 'Lesley Anne Mitchell', 'Sam Velasquez', 'Verity Charlton', 'Tamara Donnellan', 'Travis Waite', 'D.G. Maloney', 'Joel Bow', 'Maximillian Paul', 'Karen Hadfield', 'David Lennie', 'Carolyn Shakespeare-Allen']","['Science Fiction', 'Thriller']"
Máncora,2009,"['Jason Day', 'Elsa Pataky', 'Enrique Murciano', 'Liz Gallardo', 'Anahi de Crdenas', 'Phellipe Haagensen']",['Drama']
Sin Nombre,2009,"['Paulina Gaitán', 'Edgar Flores', 'Kristyan Ferrer', 'Tenoch Huerta Mejía', 'Diana García', 'Héctor Jiménez', 'Gerardo Taracena', 'Luis Fernando Peña']","['Adventure', 'Thriller']"
Super Capers,2009,"['Justin Whalin', 'Danielle Harris', 'Tommy ""Tiny"" Lister', 'Michael Rooker', 'Adam West', 'Tom Sizemore']","['Comedy', 'Superhero', 'Satire']"
12 Rounds,2009,"['John Cena', 'Aidan Gillen', 'Ashley Scott', 'Steve Harris', 'Brian J. White', 'Taylor Cole', 'Billy Slaughter', 'Peter ""Navy"" Tuiasosopo', 'Nick Gomez', 'Lara Grice', 'Robert Pralgo', 'Louis Herthum', 'Catherine Cavadini', 'John DeMita', 'Tanya Vidal Dublin', 'Greg Finley', 'Jeffrey Todd Fischer', 'Michael Ralph', 'Joel Swetow', 'Vincent Flood', 'Gonzalo Menendez', 'Travis Davis', 'Kimberly Bailey', 'Doug Burch', 'Judi Durand', 'Peggy Flood', 'Barbara Iley', 'Amad Jackson', 'Terence Matthews', 'Daniel Mora', 'Levi Nunez', 'Jason Pace', 'Richard Penn', 'Paige Pollack', 'David Randolph', 'Noreen Reardon', 'Vernon Scott', 'Cheryl Tyre Smith', 'Ruth Zalduondo', 'Renny Harlin']",['Action']
The Cross,2009,['Arthur Blessitt'],['Documentary']
The Education of Charlie Banks,2009,"['Jesse Eisenberg', 'Jason Ritter', 'Christopher Marquette', 'Eva Amurri', 'Sebastian Stan', 'Gloria Votsis', 'Dennis Boutsikaris', 'Charles Parnell', 'Josh Richman', 'Sam Daly', 'Steven Hinkle', 'Miles Chandler', 'Cain Kerner']",['Drama']
Guest of Cindy Sherman,2009,['Paul Hasegawa-Overacker'],[]
The Haunting in Connecticut,2009,"['Virginia Madsen', 'Kyle Gallner', 'Martin Donovan', 'Amanda Crew', 'Elias Koteas', 'Ty Wood', 'D.W. Brown', 'Erik Berg', 'Sophi Knight', 'John Bluethner', 'John B. Lowe']","['Horror', 'Supernatural']"
Monsters vs. Aliens,2009,"['Reese Witherspoon', 'Seth Rogen', 'Hugh Laurie', 'Will Arnett', 'Kiefer Sutherland', 'Rainn Wilson', 'Paul Rudd', 'Renée Zellweger', 'Stephen Colbert', 'Julie White', 'Jeffrey Tambor', 'Amy Poehler', 'Ed Helms', 'John Krasinski', 'Conrad Vernon', 'Rob Letterman', 'Tom McGrath', 'Chris Miller', 'Mike Mitchell', 'Kent Osborne', 'Lisa Stewart', 'Sean Bishop', 'Rich B. Dietl', 'Stephen Kearin', 'Latifa Ouaou', 'Geoffrey Pomeroy', 'David P. Smith', 'David Koch']","['Animated', 'Comedy']"
Spinning into Butter,2009,"['Sarah Jessica Parker', 'Beau Bridges', 'Miranda Richardson', 'Mykelti Williamson', 'Paul James', 'Victor Rasuk', 'Becky Ann Baker', 'Daniel Eric Gold', 'Richard Riehle', 'Peter Friedman', 'Emma Myles', 'Enver Gjokaj', 'Betsy Beutler', 'James Rebhorn', 'George Merritt', 'Linda Powell', 'Matt Servitto', 'Michelle Beck', 'Utkarsh Ambudkar', 'Orlagh Cassidy', 'Catherine Crier']",['Drama']
Enlighten Up!,2009,[],[]
Adventureland,2009,"['Jesse Eisenberg', 'Kristen Stewart', 'Martin Starr', 'Bill Hader', 'Kristen Wiig', 'Ryan Reynolds', 'Margarita Levieva', 'Matt Bush', 'Wendie Malick', 'Jack Gilpin', 'Paige Howard', 'Josh Pais', 'Mary Birdsong', 'Michael Zegen', 'Eric Schaeffer', 'Dan Bittner', 'Barrett Hackney']","['Comedy', 'Drama']"
Alien Trespass,2009,"['Eric McCormack', 'Jenni Baird', 'Dan Lauria', 'Robert Patrick', 'Jody Thompson', 'Sarah Smyth', 'Chelah Horsdal', 'Sage Brocklebank', 'Jonathon Young', 'Tom McBeath', 'Aaron Brooks', 'Andrew Dunbar', 'Dayna Reid']","['Comedy', 'Science Fiction']"
Bart Got a Room,2009,"['Steven J. Kaplan', 'Alia Shawkat', 'Cheryl Hines', 'William H. Macy', 'Ashley Benson', 'Brandon Hardesty', 'Kate Micucci', 'Jon Polito', 'Jennifer Tilly', 'Dinah Manoff', 'Katie McClellan', 'Michael Mantell', 'Chad Jamian Williams', 'Angelina Assereto', 'Sam Azouz']",['Comedy']
C Me Dance,2009,"['Christina DeMarco', 'Greg Robbins', 'Peter Kent']",['Thriller']
The Escapist,2009,"['Brian Cox', 'Joseph Fiennes', 'Liam Cunningham', 'Seu Jorge', 'Dominic Cooper', 'Steven Mackintosh', 'Damian Lewis', 'Stephen Farrelly']","['Drama', 'Thriller']"
Fast & Furious,2009,"['Vin Diesel', 'Paul Walker', 'Jordana Brewster', 'Michelle Rodriguez', 'John Ortiz', 'Laz Alonso', 'Gal Gadot', 'Jack Conley', 'Shea Whigham', 'Liza Lapira', 'Sung Kang', 'Tego Calderon', 'Don Omar', 'Mirtha Michelle', 'Greg Cipes', 'Ron Yuan', 'Alejandro Patino', 'Joe Hursley', 'Neil Brown Jr.', 'Brandon T. Jackson', 'Mousa Kraish', 'Robert Miano', 'Luis Moncada', 'Greg Collins', 'Monique Gabriela Curnen', 'Jimmy Lin', 'Roger Fan', 'Brendan Wayne', 'Assaf Cohen', 'Marco Rodríguez']",['Action']
Gigantic,2009,"['Paul Dano', 'Zooey Deschanel', 'Edward Asner', 'Jane Alexander', 'John Goodman', 'Leven Rambin', 'Sharon Wilkins', 'Zach Galifianakis', 'Clarke Peters']","['Comedy', 'Independent']"
Paris 36,2009,"['Gérard Jugnot', 'Clovis Cornillac', 'Kad Merad', 'Nora Arnezeder']","['Drama', 'Romance']"
The Song of Sparrows,2009,['Reza Naji'],['Drama']
Sugar,2009,"['Algenis Perez Soto', 'Karl Bury', 'Michael Gaston']","['Drama', 'Sports']"
Super Why! and WordWorld Celebrate Earth Day,2009,"['Dir.: Olexa Hewryk (', 'WordWorld', ')']","['Animated', 'Superhero']"
Lymelife,2009,"['Alec Baldwin', 'Rory Culkin', 'Emma Roberts', 'Jill Hennessy', 'Kieran Culkin', 'Timothy Hutton', 'Cynthia Nixon', 'Derick Martini', 'Steven Martini', 'Matthew Martini']","['Comedy', 'Drama']"
Anvil! The Story of Anvil,2009,['Anvil'],"['Musical', 'Documentary']"
Dragonball Evolution,2009,"['Justin Chatwin', 'Chow Yun-fat', 'Emmy Rossum', 'Jamie Chung', 'James Marsters', 'Joon Park', 'Eriko Tamura', 'Randall Duk Kim', 'Ernie Hudson', 'Texas Battle', 'Megumi Seki', 'Ian Whyte', 'Luis Arrieta', 'Gabriela de la Garza', 'Shavon Kirksey']","['Fantasy', 'Martial Arts']"
Hannah Montana: The Movie,2009,"['Miley Cyrus', 'Billy Ray Cyrus', 'Emily Osment', 'Jason Earles', 'Mitchel Musso', 'Moisés Arias', 'Lucas Till', 'Vanessa L. Williams', 'Margo Martindale', 'Peter Gunn', 'Melora Hardin', 'Barry Bostwick', 'Beau Billingslea', 'Emily Grace Reaves', 'Jane Carr', 'Natalia Dyer', 'Adam Gregory', 'Taylor Swift', 'Rascal Flatts', 'Tyra Banks', 'Brandi Cyrus', 'Noah Cyrus', 'Anne Lockhart', 'Ajay Nayyar', 'Brooke Shields', 'Jared Carter', 'Katrina Hagger Smith', 'Rachel Woods', 'Brooke Bell']","['Comedy', 'Drama', 'Musical', 'Teen']"
In a Dream,2009,[],['Documentary']
The Mysteries of Pittsburgh,2009,"['Jon Foster', 'Sienna Miller', 'Peter Sarsgaard', 'Mena Suvari', 'Nick Nolte']","['Comedy', 'Drama']"
Observe and Report,2009,"['Seth Rogen', 'Anna Faris', 'Michael Peña', 'Ray Liotta', 'Collette Wolfe', 'Aziz Ansari', 'Dan Bakkedahl', 'Jesse Plemons', 'John Yuan', 'Matthew Yuan', 'Celia Weston', 'Randy Gambill', 'Patton Oswalt', 'Danny McBride', 'Lauren Miller', 'Alston Brown', 'Cody Midthunder']",['Comedy']
17 Again,2009,"['Zac Efron', 'Matthew Perry', 'Leslie Mann', 'Thomas Lennon', 'Michelle Trachtenberg', 'Melora Hardin', 'Sterling Knight', 'Adam Gregory', 'Hunter Parrish', 'Nicole Sullivan', 'Katerina Graham', 'Tiya Sircar', 'Melissa Ordway', 'Brian Doyle-Murray', 'Jim Gaffigan', 'Josie Loren', 'Collette Wolfe', 'Tommy Dewey', 'Linda Miller', 'Ellis Williams', 'Diana Maria Riva', 'Angee Hughes', 'Loren Lester', 'Margaret Cho', 'Larry Poindexter', 'Bubba Lewis', 'Tyler Steelman', 'Allison Miller', 'Gregory Sporleder', 'Vanessa Chester', 'Rachele Brooke Smith']","['Comedy', 'Fantasy', 'Teen']"
American Violet,2009,"['Nicole Beharie', 'Tim Blake Nelson', 'Will Patton', ""Michael O'Keefe"", 'Xzibit', 'Charles S. Dutton', 'Alfre Woodard', 'Malcolm Barrett', 'Tim Ware', 'David Warshofsky', 'Lucinda Jenney', 'Karimah Westbrook', 'Paul Guilfoyle', 'Anthony Mackie', 'Jerry Leggio', 'Louis Herthum', 'Lance E. Nichols']",['Drama']
Crank: High Voltage,2009,"['Jason Statham', 'Amy Smart', 'Clifton Collins Jr.', 'Efren Ramirez', 'Bai Ling', 'David Carradine', 'Dwight Yoakam', 'Geri Halliwell', 'Bai Ling', 'Art Hsu', 'Reno Wilson', 'Corey Haim', 'Keone Young', 'Julanne Chidi Hill', 'Jose Pablo Cantillo', 'Yeva-Genevieve Lavlinski', 'John de Lancie', 'Joseph Julian Soria', 'Jamie Harris', 'Billy Unger', 'Ron Jeremy', 'Ed Powers', 'Jenna Haze', 'Monique Alexander', 'Nick Manning', 'Lexington Steele', 'Chester Bennington', 'Michael Weston', 'Glenn Howerton', 'Joseph D. Reitman', 'Maynard James Keenan', 'Danny Lohner', 'Keith Jardine', 'Lauren Holly', 'Lloyd Kaufman']",['Action']
Every Little Step,2009,"['Michael Bennett', 'Donna McKechnie', 'Baayork Lee', 'Marvin Hamlisch', 'Bob Avian']",['Documentary']
Gooby,2009,"['Matthew Knight', 'Robbie Coltrane', 'David James Elliott', 'Ingrid Kavelaars', 'Eugene Levy']","['Comedy', 'Drama', 'Fantasy']"
Is Anybody There?,2009,"['Michael Caine', 'Bill Milner', 'David Morrissey', 'Anne-Marie Duff']",['Drama']
Lemon Tree,2009,"['Hiam Abbass', 'Ali Suliman', 'Rona Lipaz-Michael', 'Doron Tavory']",['Drama']
Sleep Dealer,2009,"['Luis Fernando Peña', 'Leonor Varela', 'Jacob Vargas']",['Science Fiction']
State of Play,2009,"['Russell Crowe', 'Ben Affleck', 'Rachel McAdams', 'Helen Mirren', 'Robin Wright Penn', 'Jason Bateman', 'Jeff Daniels', 'Michael Berresse', 'Harry Lennix', 'Josh Mostel', 'Michael Weston', 'Barry Shabaka Henley', 'Viola Davis', 'David Harbour', 'Steve Park', 'Brennan Brown', 'Maria Thayer', 'Wendy Makkena', 'Zoe Lister-Jones', 'Michael Jace', 'Rob Benedict', 'Katy Mixon', 'Gregg Binkley', 'Chris Matthews', 'Lou Dobbs', 'James Vance III', 'Ashley Bell', 'Margaret Carlson', 'Steve Clemons', 'E.J. Dionne Jr.', 'Katty Kay', 'John Palmer', 'Bob Schieffer', 'Bob Woodward']","['Political', 'Thriller']"
Grey Gardens,2009,"['Drew Barrymore', 'Jessica Lange', 'Jeanne Tripplehorn', 'Malcolm Gets', 'Daniel Baldwin', 'Ken Howard', 'Arye Gross', 'Justin Louis', 'Kenneth Welsh', 'Arnold Pinnock', 'Louis Grise', 'Joshua Peace', 'Neil Babcock', 'Ben Carlson', 'Olivia Waldriff']","['Drama', 'Biography']"
Earth,2009,['James Earl Jones'],['Documentary']
Treeless Mountain,2009,"['Hee Yeon Kim', 'Song Hee Kim', 'Soo Ah Lee', 'Mi Hyang Kim', 'Boon Tak Park']",['Drama']
Fighting,2009,"['Channing Tatum', 'Terrence Howard', 'Luis Guzmán', 'Zulay Henao', 'Brian J. White', 'Flaco Navaja', 'Cung Le', 'Roger Guenveur Smith', 'Anthony DeSando', 'Danny Mastrogiorgio', 'Peter Tambakis', 'Michael Rivera', 'Dante Nero']","['Action', 'Sports']"
Frequently Asked Questions About Time Travel,2009,"[""Chris O'Dowd"", 'Dean Lennox Kelly', 'Marc Wootton', 'Anna Faris']","['Comedy', 'Science Fiction']"
The Informers,2009,"['Billy Bob Thornton', 'Winona Ryder', 'Kim Basinger', 'Mickey Rourke', 'Brad Renfro', 'Amber Heard', 'Aaron Himelstein']",['Drama']
Mutant Chronicles,2009,"['Thomas Jane', 'Ron Perlman', 'John Malkovich']","['Action', 'Horror', 'Science Fiction']"
Obsessed,2009,"['Idris Elba', 'Beyoncé Knowles', 'Ali Larter', ""Jerry O'Connell"", 'Christine Lahti', 'Bruce McGill', 'Scout Taylor-Compton', 'Matthew Humphreys', 'Richard Ruccolo', 'Ron Rogge', 'Nathan and Nicolas Myers']",['Thriller']
The Soloist,2009,"['Jamie Foxx', 'Robert Downey Jr.', 'Catherine Keener', 'Tom Hollander', 'LisaGay Hamilton', 'Nelsan Ellis', 'Rachael Harris', 'Stephen Root', 'Lorraine Toussaint', 'Patrick Tatten', 'Ilia Volok', 'Michael Bunin', 'Jena Malone', 'Octavia Spencer', 'Lemon Andersen', 'Noel G.', 'Alejandro Patino', 'Artel Great', 'Justin Martin']",['Drama']
Tyson,2009,['Mike Tyson'],['Documentary']
Battle for Terra,2009,"['Evan Rachel Wood', 'Brian Cox', 'James Garner', 'Chris Evans', 'Danny Glover', 'Amanda Peet', 'David Cross', 'Justin Long', 'Dennis Quaid', 'Luke Wilson', 'Mark Hamill', 'Danny Trejo', 'Ron Perlman', 'Chad Allen', 'Rosanna Arquette', ""Beverly D'Angelo"", 'David Krumholtz', 'Brooke Bloom', 'Alec Holden', 'Phil LaMarr', 'Laraine Newman']","['Action', 'Adventure', 'Animated', 'Science Fiction', 'Short']"
Ghosts of Girlfriends Past,2009,"['Matthew McConaughey', 'Jennifer Garner', 'Michael Douglas', 'Breckin Meyer', 'Lacey Chabert', 'Robert Forster', 'Anne Archer', 'Emma Stone', 'Daniel Sunjata', 'Noureen DeWulf', 'Rachel Boston', 'Camille Guaty', 'Amanda Walsh', 'Christina Milian', 'Emily Foxler', 'Noa Tishby', 'Logan Miller', 'Christa B. Allen', 'Olga Maliouk', 'Devin Brochu', 'Kasey Russell']","['Comedy', 'Romance']"
The Limits of Control,2009,"['Isaach de Bankolé', 'Hiam Abbass', 'Gael García Bernal', 'Paz de la Huerta', 'Alex Descas', 'John Hurt', 'Youki Kudoh', 'Bill Murray', 'Jean-François Stévenin', 'Tilda Swinton', 'Luis Tosar']",[]
The Merry Gentleman,2009,"['Michael Keaton', 'Kelly Macdonald', 'Bobby Cannavale', 'Tom Bastounes', 'David Dino Wells Jr.', 'Darlene Hunt', 'Guy van Swearingen', 'William Dick', 'Mike Bradecich', 'Debbi Burns', 'Maritza Cabrera']",['Drama']
Revanche,2009,"['Johannes Krisch', 'Irina Potapenko', 'Ursula Strauss', 'Hanno Pöschl']",['Thriller']
The Skeptic,2009,"['Tim Daly', 'Zoe Saldana', 'Tom Arnold', 'Andrea Roth']","['Suspense', 'Thriller']"
A Wink and a Smile,2009,[],[]
X-Men Origins: Wolverine,2009,"['Hugh Jackman', 'Liev Schreiber', 'Danny Huston', 'Dominic Monaghan', 'Ryan Reynolds', 'Lynn Collins', 'Taylor Kitsch', 'Will.i.am', 'Kevin Durand', 'Daniel Henney', 'Tim Pocock', 'Max Cullen', 'Julia Blake', 'Troye Sivan', 'Michael-James Olsen', 'Aaron Jeffery', ""Peter O'Brien"", 'Asher Keddie', 'Tahyna Tozzi', 'Daniel Negreanu', 'Hakeem Kae-Kazim', 'Mike Dopud', 'Scott Adkins', 'Patrick Stewart']",['Superhero']
Thomas & Friends: The Great Discovery,2009,"['Dir.: Steve Asquith', 'Cast:', 'Pierce Brosnan', '(final cut)', 'Gwyneth Paltrow', '(original script)']",[]
Adoration,2009,"['Devon Bostick', 'Rachel Blanchard', 'Scott Speedman', 'Arsinée Khanjian', 'Kenneth Welsh', 'Noam Jenkins', 'Katie Boland', ""Geraldine O'Rawe"", 'Thomas Hauff', 'Michael Barry', 'Hailee Sisera', 'Louca Tassone', 'Yuval Daniel', 'Jeremy Wright', 'Martin Roach', 'Ieva Lucs']",['Drama']
The Garden,2009,[],['Documentary']
Julia,2009,"['Tilda Swinton', 'Aidan Gould', 'Saul Rubinek', 'Kate del Castillo', 'Jude Ciccolella', 'Bruno Bichir', 'Kevin Kilner', 'Ezra Buzzington', 'Eugene Byrd', 'Horacio Garcia Rojas', 'John Bellucci', 'Roger Cudney', 'Neko Parham']","['Crime', 'Drama']"
Little Ashes,2009,"['Javier Beltrán', 'Robert Pattinson', 'Matthew McNulty', 'Marina Gatell', 'Arly Jover']",['Drama']
Love N' Dancing,2009,"['Amy Smart', 'Tom Malloy', 'Billy Zane', 'Betty White', 'Caroline Rhea', 'Maulik Pancholy', 'Leila Arcieri', 'Benji Schwimmer', 'Rachel Dratch', 'Tatiana Mollmann', 'Ross Kelly', 'Gregory Harrison', 'Catherine Mary Stewart', 'Nicola Royston']",[]
Next Day Air,2009,"['Donald Faison', 'Mike Epps', 'Wood Harris', 'Omari Hardwick', 'Darius McCrary', 'Yasmin Deliz', 'Mos Def', 'Emilio Rivera', 'Lauren London', 'Debbie Allen', 'Jo D. Jonz', 'Shawn Michael Howard', 'Peedi Crakk', 'Lombardo Boyar', 'Cassidy', 'Cisco Reyes', 'Lobo Sebastian', 'Malik Barnhardt']",['Comedy']
Outrage,2009,[],['Documentary']
Powder Blue,2009,"['Jessica Biel', 'Forest Whitaker', 'Patrick Swayze', 'Ray Liotta', 'Lisa Kudrow']",['Drama']
Rudo y Cursi,2009,"['Diego Luna', 'Gael García Bernal', 'Guillermo Francella', 'Dolores Heredia', 'Joaquín Cosio', 'Adriana Paz']","['Comedy', 'Drama', 'Sports']"
Star Trek,2009,"['Chris Pine', 'Zachary Quinto', 'Karl Urban', 'Zoe Saldana', 'Simon Pegg', 'John Cho', 'Anton Yelchin', 'Eric Bana', 'Bruce Greenwood', 'Leonard Nimoy', 'Ben Cross', 'Winona Ryder', 'Clifton Collins Jr.', 'Chris Hemsworth', 'Jennifer Morrison', 'Rachel Nichols', 'Faran Tahir', 'Deep Roy', 'Tyler Perry', 'Victor Garber', 'Freda Foh Shen', 'Akiva Goldsman', 'Greg Ellis', 'Amanda Foreman', 'Spencer Daniels', 'Paul McGillion', 'James Cawley', 'Pavel Lychnikoff', 'Lucia Rijker', 'W. Morgan Sheppard', 'Wil Wheaton', 'Randy Pausch', 'Majel Barrett']","['Action', 'Science Fiction']"
Angels & Demons,2009,"['Tom Hanks', 'Ewan McGregor', 'Ayelet Zurer', 'Stellan Skarsgård', 'Pierfrancesco Favino', 'Nikolaj Lie Kaas', 'Armin Mueller-Stahl', 'Thure Lindhardt', 'David Pasquesi', 'Cosimo Fusco', 'Victor Alfieri', 'Carmen Argenziano', 'Bob Yerkes', 'Curt Lowens', 'Anna Katarina', 'Rance Howard', 'Steve Franken', 'Elya Baskin', 'August Wittgenstein', 'Norbert Weisser', 'Marco Florini', 'Franklin Amobi', 'Todd Schneider', 'Howard Mungo', 'Gino Conforti']","['Action', 'Mystery', 'Thriller', 'War']"
